,Name,Label,Location,Price,Kms_driven,Fuel_type,Owner,Year,Company
979,Kia Carnival - 2020,GOLD,Chennai,"₹15,00,000","50,000 kms ", Diesel , 1st Owner, 2020,Kia
980,Hyundai Creta - 2021,GOLD,Chennai,"₹10,00,000","12,000 kms ", Petrol , 1st Owner, 2021,Hyundai
981,Chevrolet Beat - 2011,GOLD,Chennai,"₹86,000","56,000 kms ", Petrol,, 2011,Chevrolet
982,Maruti Suzuki Wagon R - 2010,GOLD,Chennai,"₹89,000","53,000 kms ", Petrol,, 2010,Maruti
983,Tata Nano CNG emax LX - 2014,GOLD,Mumbai,"₹90,000","28,000 kms ", Petrol,, 2014,Tata
984,Maruti Suzuki Alto K10 Vxi - 2015,PLATINUM,Bangalore,"₹3,52,199","22,584 kms ", Petrol , 1st Owner, 2015,Maruti
985,Maruti Suzuki Baleno - 2017,PLATINUM,Bangalore,"₹5,66,899","22,394 kms ", Petrol , 2nd Owner, 2017,Maruti
986,Maruti Suzuki Dzire VDI AMT - 2017,PLATINUM,Chennai,"₹6,50,699","93,563 kms ", Diesel , 2nd Owner, 2017,Maruti
987,Maruti Suzuki Eeco - 2017,PLATINUM,Chennai,"₹4,13,399","10,537 kms ", Petrol , 2nd Owner, 2017,Maruti
988,Ford Ecosport - 2016,PLATINUM,Chennai,"₹6,45,799","81,515 kms ", Diesel , 1st Owner, 2016,Ford
989,Jeep Compass - 2017,PLATINUM,Chennai,"₹15,51,499","24,676 kms ", Diesel , 2nd Owner, 2017,Jeep
990,Maruti Suzuki Alto 800 Lxi - 2017,PLATINUM,Pune,"₹3,33,699","11,917 kms ", Petrol , 2nd Owner, 2017,Maruti
991,Maruti Suzuki Ertiga VDi SHVS - 2016,PLATINUM,Pune,"₹8,11,799","69,654 kms ", Diesel , 2nd Owner, 2016,Maruti
992,Maruti Suzuki Alto K10 Vxi O AMT - 2017,PLATINUM,Pune,"₹4,06,899","16,226 kms ", Petrol , 2nd Owner, 2017,Maruti
993,Ford Ecosport - 2018,PLATINUM,Pune,"₹7,27,299","8,925 kms ", Petrol , 2nd Owner, 2018,Ford
994,Honda Jazz - 2016,PLATINUM,Bangalore,"₹6,57,399","27,819 kms ", Petrol , 2nd Owner, 2016,Honda
995,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2020,PLATINUM,Bangalore,"₹6,37,599","26,543 kms ", Petrol , 2nd Owner, 2020,Hyundai
996,Maruti Suzuki Dzire Vxi - 2017,PLATINUM,Bangalore,"₹6,23,799","90,088 kms ", Petrol , 2nd Owner, 2017,Maruti
997,Maruti Suzuki Eeco - 2018,PLATINUM,Chennai,"₹4,22,899","34,258 kms ", Petrol , 2nd Owner, 2018,Maruti
998,Hyundai i20 Active 1.2 S - 2015,PLATINUM,Chennai,"₹5,76,099","1,01,744 kms ", Petrol , 2nd Owner, 2015,Hyundai
999,Jeep Compass - 2019,PLATINUM,Pune,"₹19,87,699","19,830 kms ", Petrol , 2nd Owner, 2019,Jeep
1000,Ford Ikon - 2007,GOLD,Chennai,"₹39,000","73,000 kms ", Petrol,, 2007,Ford
1001,Hyundai Grand i10 Sportz U2 1.2 CRDi - 2019,GOLD,Dhanbad,"₹4,75,000","38,000 kms ", Diesel,, 2019,Hyundai
1002,Mahindra XUV 500 W6 - 2012,GOLD,NaviMumbai,"₹4,50,000","87,500 kms ", Diesel,, 2012,Mahindra
1003,Maruti Suzuki Ertiga VDi - 2014,GOLD,Nagpur,"₹6,50,000","91,000 kms ", Diesel,, 2014,Maruti
1004,Maruti Suzuki Ritz VDi - 2012,GOLD,Nagpur,"₹3,26,000","76,000 kms ", Diesel,, 2012,Maruti
1005,Tata Indica Vista Aqua Quadrajet BS IV - 2011,GOLD,Nagpur,"₹1,70,000","80,000 kms ", Diesel,, 2011,Tata
1006,Maruti Suzuki Eeco 5 STR WITH HTR CNG - 2013,GOLD,Delhi,"₹2,50,000","70,000 kms ", CNG,, 2013,Maruti
1007,Maruti Suzuki Alto Std BS IV - 2007,GOLD,Bangalore,"₹88,000","85,000 kms ", Petrol,, 2007,Maruti
1008,MG Motors Hector - 2019,PLATINUM,Pune,"₹16,52,199","13,636 kms ", Petrol , 1st Owner, 2019,MG
1009,Hyundai Venue - 2019,PLATINUM,Bangalore,"₹12,17,499","21,393 kms ", Petrol , 2nd Owner, 2019,Hyundai
1010,Hyundai Creta - 2017,PLATINUM,Pune,"₹11,98,299","76,915 kms ", Diesel , 2nd Owner, 2017,Hyundai
1011,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2018,PLATINUM,Chennai,"₹5,90,799","16,300 kms ", Petrol , 2nd Owner, 2018,Hyundai
1012,Hyundai Elite i20 - 2019,PLATINUM,Pune,"₹8,44,999","40,106 kms ", Diesel , 2nd Owner, 2019,Hyundai
1013,Renault Kwid RXT - 2015,PLATINUM,Bangalore,"₹3,28,499","66,461 kms ", Petrol , 1st Owner, 2015,Renault
1014,Hyundai Creta - 2016,PLATINUM,Pune,"₹7,69,599","48,182 kms ", Petrol , 2nd Owner, 2016,Hyundai
1015,Hyundai Elite i20 - 2017,PLATINUM,Bangalore,"₹6,54,299","41,816 kms ", Petrol , 1st Owner, 2017,Hyundai
1016,Hyundai i20 - 2012,PLATINUM,Chennai,"₹3,95,699","73,841 kms ", Petrol , 2nd Owner, 2012,Hyundai
1017,Renault Kwid RxL - 2016,PLATINUM,Chennai,"₹2,94,799","19,908 kms ", Petrol , 3rd Owner, 2016,Renault
1018,Hyundai Elite i20 Era 1.2 - 2018,PLATINUM,Chennai,"₹5,34,499","26,226 kms ", Petrol , 1st Owner, 2018,Hyundai
1019,Maruti Suzuki Baleno - 2016,PLATINUM,Chennai,"₹6,81,399","43,287 kms ", Petrol , 2nd Owner, 2016,Maruti
1020,Datsun Redi GO - 2018,PLATINUM,Bangalore,"₹4,15,699","26,527 kms ", Petrol , 2nd Owner, 2018,Datsun
1021,Maruti Suzuki Alto 800 Vxi - 2017,PLATINUM,Bangalore,"₹3,00,199","37,801 kms ", Petrol , 3rd Owner, 2017,Maruti
1022,Maruti Suzuki Vitara Brezza - 2017,PLATINUM,Chennai,"₹8,56,699","54,044 kms ", Diesel , 2nd Owner, 2017,Maruti
1023,Ford Figo Aspire - 2017,PLATINUM,Pune,"₹4,81,399","29,632 kms ", Petrol , 2nd Owner, 2017,Ford
1024,Mahindra Xylo D2 BS IV - 2009,GOLD,Trichy,"₹3,75,000","1,15,000 kms ", Diesel,, 2009,Mahindra
1025,Maruti Suzuki Eeco 5 STR - 2020,GOLD,Trichy,"₹5,25,000","13,000 kms ", Petrol,, 2020,Maruti
1026,Maruti Suzuki Swift VDi ABS - 2018,GOLD,Delhi,"₹5,50,000","42,000 kms ", Diesel,, 2018,Maruti
1027,Hyundai i10 Magna 1.2 - 2014,GOLD,Bangalore,"₹2,29,000","65,000 kms ", Petrol , 1st Owner, 2014,Hyundai
1028,Maruti Suzuki Alto K10 LXi CNG - 2014,GOLD,Bangalore,"₹2,75,000","60,000 kms ", Petrol,, 2014,Maruti
1029,Jeep Compass Limited 2.0 Diesel - 2017,GOLD,Mahasamund,"₹17,50,000","31,000 kms ", Diesel , 1st Owner, 2017,Jeep
1030,Jeep Compass Limited 2.0 Diesel - 2017,GOLD,Bilaspur,"₹17,50,000","31,000 kms ", Diesel , 1st Owner, 2017,Jeep
1031,Jeep Compass Limited 2.0 Diesel - 2017,GOLD,Jagdalpur,"₹17,50,000","31,000 kms ", Diesel , 1st Owner, 2017,Jeep
